"ISBN","Book-Title","Book-Author","Year-Of-Publication","Publisher","Image-URL-L","category","Price","Description"
"553584383","Dead Aim","IRIS JOHANSEN","2004","Bantam Books","http://images.amazon.com/images/P/0553584383.01.LZZZZZZZ.jpg","health","15.52532561","b""Dead Aim is a thriller novel written by Iris Johansen. It follows the story of a forensic sculptor named Eve Duncan, who is working on a reconstruction of a young girl's skull when she becomes embroiled in a dangerous plot involving a wealthy businessman with a deadly secret. With the help of a former flame and a team of FBI agents, Eve races against time to uncover the truth and stop a deadly killer before it's too late. The novel is filled with suspense, action, and twists and turns that will keep readers on the edge of their seats until the very end."""
"671027360","Angels & Demons","Dan Brown","2001","Pocket Star","http://images.amazon.com/images/P/0671027360.01.LZZZZZZZ.jpg","fiction","23.19383398","b'""Angels & Demons"" is a novel written by Dan Brown, published in 2000. It is the first novel in the Robert Langdon series, which includes ""The Da Vinci Code,"" ""The Lost Symbol,"" ""Inferno,"" and ""Origin."" The book follows symbologist Robert Langdon as he investigates a murder at the CERN research facility in Switzerland and uncovers a plot by a secret society, the Illuminati, to destroy the Vatican City with antimatter during a papal conclave. The novel explores the conflict between science and religion and the age-old battle between the Illuminati and the Catholic Church.'"
"812575954","The Deal","Joe Hutsko","2000","Tor Books (Mm)","http://images.amazon.com/images/P/0812575954.01.LZZZZZZZ.jpg","health","14.59727485","b'""The Deal"" by Joe Hutsko is a business book that offers insights, advice, and strategies for negotiating successful deals in business and personal settings. The author draws on his experiences as a business journalist and entrepreneur to provide a practical guide for negotiating deals that benefit all parties involved. The book covers topics such as assessing the value of a deal, building relationships, understanding the other party\'s motivations, and closing the deal effectively. It is a valuable resource for anyone looking to improve their negotiation skills and achieve success in their personal and professional endeavors.'"
"316735736","All He Ever Wanted: A Novel","Anita Shreve","2004","Back Bay Books","http://images.amazon.com/images/P/0316735736.01.LZZZZZZZ.jpg","science","18.41803331","b'All He Ever Wanted is a novel by Anita Shreve. It tells the story of a college professor named Nicholas Van Tassel, who becomes obsessed with a young woman named Etna Bliss. The novel explores themes of love, desire, and the destructive power of obsession. It was first published in 2003 and received mixed reviews from critics.'"
"743439740","Every Breath You Take : A True Story of Obsession, Revenge, and Murder","Ann Rule","2002","Pocket","http://images.amazon.com/images/P/0743439740.01.LZZZZZZZ.jpg","novel","18.82613227","b'All He Ever Wanted is a novel by Anita Shreve. It tells the story of a college professor named Nicholas Van Tassel, who becomes obsessed with a young woman named Etna Bliss. The novel explores themes of love, desire, and the destructive power of obsession. It was first published in 2003 and received mixed reviews from critics.'"
"345372700","If I Ever Get Back to Georgia, I'm Gonna Nail My Feet to the Ground","LEWIS GRIZZARD","1991","Ballantine Books","http://images.amazon.com/images/P/0345372700.01.LZZZZZZZ.jpg","novel","21.73631103","b'""If I Ever Get Back to Georgia, I\'m Gonna Nail My Feet to the Ground"" is a humorous memoir by Lewis Grizzard, a Southern humorist and writer. The book reflects on his childhood, family, and life in the South, as well as his experiences with love, loss, and heart disease. It is a collection of stories and essays that showcase Grizzard\'s wit, charm, and love for his home state of Georgia.'"
"380619458","The Mosquito Coast","Paul Theroux","1990","Harper Mass Market Paperbacks (Mm)","http://images.amazon.com/images/P/0380619458.01.LZZZZZZZ.jpg","fiction","5.557392797","b'""The Mosquito Coast"" is a novel by Paul Theroux, first published in 1981. It tells the story of an American family that moves to the Mosquito Coast of Honduras to escape what they see as the decay of American civilization. The father, Allie Fox, is a brilliant but unstable inventor who leads his family on a dangerous and increasingly unhinged journey into the jungle. The novel is a scathing critique of American consumerism and the cult of technology, and a meditation on the nature of civilization, progress, and madness. The book was adapted into a film in 1986, starring Harrison Ford as Allie Fox.'"
"446325805","If Love Were Oil, I'd Be About a Quart Low","Lewis Grizzard","1994","Warner Books (Mm)","http://images.amazon.com/images/P/0446325805.01.LZZZZZZZ.jpg","health","20.88360129","b""If Love Were Oil, I'd Be About a Quart Low is a collection of humorous essays and stories by Lewis Grizzard. The book was published in 1983 and includes Grizzard's musings on topics such as marriage, relationships, football, and Southern culture. Grizzard was a popular Southern humorist and journalist who wrote for several newspapers, including the Atlanta Journal-Constitution."""
"451406923","Goodbye, My Little Ones: The True Story of a Murderous Mother and Five Innocent Victims","Charles Hickey","1996","Onyx Books","http://images.amazon.com/images/P/0451406923.01.LZZZZZZZ.jpg","fiction","18.07448897","b'""The Girl Who Loved Tom Gordon"" is a novel by Stephen King, first published in 1999. The story follows a nine-year-old girl named Trisha McFarland, who becomes lost in the woods while on a family hike in the Appalachian Mountains. As she tries to find her way back to civilization, she struggles to survive against hunger, thirst, and the dangers of the wilderness. Her only source of comfort is her love for baseball player Tom Gordon, whose poster she carries with her. The novel explores themes of survival, isolation, and the power of the human spirit.'"
"671042858","The Girl Who Loved Tom Gordon","Stephen King","2000","Pocket","http://images.amazon.com/images/P/0671042858.01.LZZZZZZZ.jpg","science","20.0150952","b'""The Girl Who Loved Tom Gordon"" is a novel by Stephen King, published in 1999. The story follows a 9-year-old girl named Trisha McFarland who gets lost while hiking in the woods with her family. As she tries to find her way back to civilization, Trisha begins to hallucinate and experiences terrifying encounters with the natural world. Along the way, she finds comfort in imagining that she is communicating with her favorite baseball player, Tom Gordon. The novel is a psychological thriller that explores themes of fear, isolation, and resilience.'"
"743249992","Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions","Ben Mezrich","2003","Free Press","http://images.amazon.com/images/P/0743249992.01.LZZZZZZZ.jpg","science","16.93907082","b'""Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions"" is a non-fiction book by Ben Mezrich, published in 2002. The book tells the story of a group of students from the Massachusetts Institute of Technology (MIT) who, under the guidance of their math professor, used their knowledge of card counting and probability theory to win millions of dollars in Las Vegas casinos playing blackjack. The book has been adapted into a film, ""21,"" and has been translated into several languages.'"
"840734530","The Oneprince (The Redaemian Chronicles, Book 1)","Bill Hand","1992","Thomas Nelson Inc","http://images.amazon.com/images/P/0840734530.01.LZZZZZZZ.jpg","health","7.082957054","b''"
"425184226","The Sum of All Fears","Tom Clancy","2002","Berkley Publishing Group","http://images.amazon.com/images/P/0425184226.01.LZZZZZZZ.jpg","health","23.10236176","b'""The Sum of All Fears"" is a political thriller novel by Tom Clancy, published in 1991. It is the fifth book in the Jack Ryan series, and follows Ryan as he tries to prevent a nuclear war between the United States and the Soviet Union. The book explores themes of international relations, terrorism, and nuclear weapons. The novel was adapted into a film in 2002, starring Ben Affleck as Jack Ryan.'"
"375500766","Care Packages : Letters to Christopher Reeve from Strangers and Other Friends","DANA REEVE","1999","Random House","http://images.amazon.com/images/P/0375500766.01.LZZZZZZZ.jpg","fiction","9.062167906","b""Care Packages: Letters to Christopher Reeve from Strangers and Other Friends is a book edited by Dana Reeve, the wife of actor Christopher Reeve, and Roger Rosenblatt. It is a collection of letters, artwork, and poems sent to Reeve after his horse-riding accident that left him paralyzed. The book includes contributions from ordinary people, as well as famous figures such as Oprah Winfrey, Tom Brokaw, and President Bill Clinton. The letters express support, encouragement, and admiration for Reeve's courage and determination in the face of his devastating injury. The book was published in 2003, two years after Reeve's death."""
"9724119378","O Deus Das Pequenas Coisas","Roy","1998","Edicoes Asa","http://images.amazon.com/images/P/9724119378.01.LZZZZZZZ.jpg","novel","16.90166757","b'""O Deus das Pequenas Coisas"" is a novel by Indian author Arundhati Roy. The book follows the story of an Indian family, focusing on the experiences of two children, Estha and Rahel. The novel explores themes of social inequality, political turmoil, and cultural clashes in postcolonial India. ""O Deus das Pequenas Coisas"" was critically acclaimed and won several awards, including the Booker Prize in 1997.'"
"451205197","Lady in Green/Minor Indiscretions (Signet Regency Romance)","Barbara Metzger","2002","Signet Book","http://images.amazon.com/images/P/0451205197.01.LZZZZZZZ.jpg","fiction","6.919327091","b'""Lady in Green/Minor Indiscretions"" is a Signet Regency Romance novel written by Barbara Metzger. The book is a compilation of two novellas - ""Lady in Green"" and ""Minor Indiscretions"". ""Lady in Green"" tells the story of Emily Selwick, a young woman who poses as a tutor to infiltrate the home of Lord James Hartley and search for a valuable missing emerald. ""Minor Indiscretions"" follows the story of Miss Emma Petersham, who falls for the dashing Lord Thornton but finds herself in the middle of a scandal involving an indiscretion committed by her younger sister.'"
"60929790","One Hundred Years of Solitude","Gabriel Garcia Marquez","1998","Perennial","http://images.amazon.com/images/P/0060929790.01.LZZZZZZZ.jpg","society","6.88604568","b'One Hundred Years of Solitude is a novel by Colombian author Gabriel Garc\xc3\xada M\xc3\xa1rquez. It was first published in 1967 and is considered one of the most significant works of magical realism, a literary style that combines elements of fantasy and reality. The novel tells the story of the Buend\xc3\xada family over several generations in the fictional town of Macondo. The novel explores themes of love, family, fate, and the cyclical nature of time. It has been translated into dozens of languages and has won numerous awards, including the Nobel Prize in Literature in 1982 for Garc\xc3\xada M\xc3\xa1rquez.'"
"60976845","Little Altars Everywhere: A Novel","Rebecca Wells","1996","Perennial","http://images.amazon.com/images/P/0060976845.01.LZZZZZZZ.jpg","fiction","18.83029812","b'""Little Altars Everywhere"" is a novel by American author Rebecca Wells, first published in 1992. The book is set in the fictional town of Thornton, Louisiana, and explores the lives of the Walker family, particularly the four Walker children, as they confront their troubled upbringing and dysfunctional family dynamics. The novel is a prequel to Wells\' later work, ""Divine Secrets of the Ya-Ya Sisterhood,"" and features some of the same characters. ""Little Altars Everywhere"" deals with themes of trauma, memory, identity, and forgiveness.'"
"61099325","Coyote Waits (Joe Leaphorn/Jim Chee Novels)","Tony Hillerman","1992","HarperTorch","http://images.amazon.com/images/P/0061099325.01.LZZZZZZZ.jpg","society","16.13864983","b'""Coyote Waits"" is a novel by Tony Hillerman, published in 1990. It is part of the Joe Leaphorn and Jim Chee mystery series set in the American Southwest. The story revolves around a Navajo tribal police officer named Jim Chee, who is investigating the murder of a fellow officer, Delbert Nez. As he delves deeper into the case, he discovers that it is connected to a long-ago crime committed by a group of Native American activists known as the ""Sunrise People."" The novel explores themes of cultural conflict, the complexities of the justice system, and the tensions between traditional and modern ways of life.'"
"671004573","Before I Say Good-Bye","Mary Higgins Clark","2001","Pocket","http://images.amazon.com/images/P/0671004573.01.LZZZZZZZ.jpg","health","16.0997745","b""Before I Say Good-Bye is a novel by Mary Higgins Clark. It tells the story of Nell MacDermott, a young, successful interior designer in New York City who is haunted by the death of her husband, Adam, who was killed in a plane crash. When Nell starts having strange visions and dreams that seem to be connected to Adam's death, she becomes convinced that his death was not an accident and sets out to uncover the truth. As she delves deeper into the mystery, Nell finds herself in grave danger and must use all of her skills and resources to stay alive and solve the case. The novel is a suspenseful page-turner that explores themes of love, loss, and the power of the human spirit to overcome adversity."""
"446601640","Slow Waltz in Cedar Bend","Robert James Waller","1994","Warner Books","http://images.amazon.com/images/P/0446601640.01.LZZZZZZZ.jpg","society","11.64862802","b'""Slow Waltz in Cedar Bend"" is a novel by Robert James Waller, published in 1993. It tells the story of a middle-aged professor named Michael Tillman, who meets a woman named Jellie Braden at a conference in Cedar Bend, Iowa. They feel an immediate connection, and Michael is drawn into a relationship that challenges his ideas of love, commitment, and the meaning of life. The novel explores themes of passion, regret, and the complexities of human relationships.'"
"330484516","Twenty Minute Retreats: Revive Your Spirits in Just Minutes a Day (A Pan Self-discovery Title)","Rachel Harris","2001","Pan Macmillan","http://images.amazon.com/images/P/0330484516.01.LZZZZZZZ.jpg","health","8.806197702","b'Twenty Minute Retreats: Revive Your Spirits in Just Minutes a Day (A Pan Self-discovery Title) is a self-help book written by Rachel Harris. The book provides various meditation and relaxation techniques that can be completed in just twenty minutes. The goal of the book is to help readers find a way to reduce stress and improve overall well-being through daily practice of mindfulness and relaxation. The techniques include breathing exercises, visualization, and guided meditations, and are designed to help readers let go of tension and worries, and focus on the present moment.'"
"38572179X","Atonement : A Novel","IAN MCEWAN","2003","Anchor","http://images.amazon.com/images/P/038572179X.01.LZZZZZZZ.jpg","novel","7.031394798","b'Atonement is a novel written by British author Ian McEwan. It was first published in 2001 and was shortlisted for the Booker Prize that same year. The novel tells the story of a young girl named Briony Tallis, who witnesses a crime and misinterprets what she sees, leading to tragic consequences. The story is set in England in the 1930s and spans several decades, following the lives of the characters involved in the incident. The novel explores themes of guilt, forgiveness, and the power of art and storytelling. It has been adapted into a film and a stage play.'"
"393020371","Next: The Future Just Happened","Michael Lewis","2001","W.W. Norton &amp; Company","http://images.amazon.com/images/P/0393020371.01.LZZZZZZZ.jpg","society","23.25910399","b'""Next: The Future Just Happened"" is a non-fiction book by Michael Lewis, published in 2001. The book explores the impact of technology on various aspects of modern society, including the economy, media, and culture. Lewis discusses the rise of the internet and the dot-com boom, and the resulting changes in the way we do business, communicate, and consume media. He also explores the implications of these changes for individuals and society as a whole, and raises questions about the role of government and regulation in shaping the future of technology. The book received mixed reviews, with some critics praising Lewis\'s insights and storytelling abilities, while others criticized his tendency to oversimplify complex issues.'"
"1900850303","The Angelic Darkness","Richard Zimler","1999","Arcadia Books","http://images.amazon.com/images/P/1900850303.01.LZZZZZZZ.jpg","health","20.23670997","b'Richard Zimler is an American author who has lived in Portugal since 1990. He was born in New York City in 1956 and grew up in Roslyn Heights, New York. He studied journalism at the University of Stanford, where he also received a Knight Fellowship. Zimler has published numerous books, including ""The Last Kabbalist of Lisbon,"" ""The Warsaw Anagrams,"" ""Hunting Midnight,"" ""The Seventh Gate,"" ""The Night Watchman,"" ""Guardian of the Dawn,"" and ""The Gospel According to Lazarus."" His works have been translated into more than 20 languages and have won many literary awards.'"
"1903019699","The Soulbane Stratagem","Norman Jetmundsen","2000","John Hunt Publishing, Ltd.","http://images.amazon.com/images/P/1903019699.01.LZZZZZZZ.jpg","society","11.97130209","b''"
"345425294","Gangster","Lorenzo Carcaterra","2002","Fawcett Books","http://images.amazon.com/images/P/0345425294.01.LZZZZZZZ.jpg","health","12.97456124","b""Gangster Lorenzo Carcaterra is a book that explores the world of organized crime in New York City. It tells the story of Angelo Vestieri, a young Italian immigrant who becomes involved in the Mafia and rises through the ranks to become one of the most powerful gangsters in the city. The novel follows Angelo's life as he navigates the dangerous world of organized crime, dealing with rival gangs, corrupt politicians, and the constant threat of violence. It is a gripping tale of power, money, and the human cost of a life lived outside the law."""
"451410319","Hush","Anne Frasier","2002","Onyx Books","http://images.amazon.com/images/P/0451410319.01.LZZZZZZZ.jpg","novel","7.402303273","b'Hush is a novel by Anne Frasier, first published in 2002. It is a psychological thriller that follows the story of a Minneapolis homicide detective named Elise Sandburg, who teams up with a profiler named David Gould to investigate a series of murders in which the victims are found wrapped in tarps with their eyes sewn shut. As the investigation progresses, they discover a web of lies and corruption within the police department, and race against time to catch the killer before he strikes again. The novel was a New York Times bestseller and received critical acclaim for its suspenseful plot and well-drawn characters.'"
"553583468","Whisper of Evil (Hooper, Kay. Evil Trilogy.)","Kay Hooper","2002","Bantam Books","http://images.amazon.com/images/P/0553583468.01.LZZZZZZZ.jpg","novel","23.12455119","b'Whisper of Evil is a novel written by Kay Hooper. It is the second book in her Evil trilogy and was first published in 2002. The book follows FBI agent Riley Crane as she investigates a series of murders that are connected to a psychic vision she had. Along with her partner, John, and a group of psychics, Riley races against time to stop the killer before they strike again. The novel is a suspenseful and thrilling read with a paranormal twist.'"
"8420639133","Temor y Temblor","Soren Kierkegaard","2001","Alianza","http://images.amazon.com/images/P/8420639133.01.LZZZZZZZ.jpg","science","10.00591618","b'""Temor y Temblor"" is a philosophical work by Danish author S\xc3\xb8ren Kierkegaard, originally published in 1843. The title translates to ""Fear and Trembling"" in English. The book explores the biblical story of Abraham\'s willingness to sacrifice his son Isaac as an expression of faith, and reflects on the nature of faith and the ethical implications of religious belief. The book is widely regarded as a seminal work in the development of existentialist philosophy.'"
"8476409419","Estudios sobre el amor","Jose Ortega Y Gaset","2001","Downtown Book Center","http://images.amazon.com/images/P/8476409419.01.LZZZZZZZ.jpg","novel","5.713586876","b'""Studies on Love"" by Jos\xc3\xa9 Ortega y Gasset is a collection of essays on the nature and different forms of love, including romantic love, friendship, and love of family and country. The book explores the meaning and importance of love in human life, and how love relates to other important concepts such as freedom, individualism, and society. It was originally written in Spanish and has been translated into English.'"
"380778556","Rebecca","Daphne Du Maurier","1994","Avon","http://images.amazon.com/images/P/0380778556.01.LZZZZZZZ.jpg","society","17.22079284","b'""Rebecca"" is a novel by British author Daphne du Maurier, first published in 1938. The story is a psychological thriller that follows the unnamed narrator, a young woman who marries the wealthy widower Maxim de Winter and moves to his estate, Manderley. The narrator becomes increasingly haunted by the memory of Maxim\'s first wife, Rebecca, who died under mysterious circumstances. As the story unfolds, dark secrets and hidden motives are revealed, leading to a shocking climax. ""Rebecca"" has been adapted into multiple film, television, and stage adaptations, and is considered a classic of 20th century literature.'"
"451525221","Scarlet Letter","Nathaniel Hawthorne","1993","Signet Book","http://images.amazon.com/images/P/0451525221.01.LZZZZZZZ.jpg","society","17.5536057","b'""The Scarlet Letter"" is a novel written by Nathaniel Hawthorne and published in 1850. It is set in 17th-century Puritan New England and tells the story of Hester Prynne, who is publicly shamed and forced to wear a scarlet letter ""A"" for adultery after giving birth to a child out of wedlock. The novel explores themes of sin, guilt, shame, and redemption, and is considered a masterpiece of American literature.'"
"2740230","Keep It Simple: And Get More Out of Life","Nick Page","1999","Trafalgar Square","http://images.amazon.com/images/P/0002740230.01.LZZZZZZZ.jpg","novel","12.22338331","b'Keep It Simple: And Get More Out of Life is a self-help book written by Terry Hershey. The book explores the idea that simplicity and mindfulness can help people live happier and more fulfilling lives. Hershey shares personal stories and practical tips for simplifying daily routines, reducing stress, and finding joy in everyday moments. The book emphasizes the importance of slowing down, unplugging from technology, and connecting with nature as ways to live a more meaningful life.'"
"385336772","Diary of a Mad Mom-To-Be","Laura Wolf","2003","Delta","http://images.amazon.com/images/P/0385336772.01.LZZZZZZZ.jpg","fiction","18.8518754","b""Laura Wolf's Diary of a Mad Mom-To-Be is a humorous novel about a woman named Liz, who is in her early thirties and trying to conceive a child. The book follows Liz's journey through pregnancy, from the ups and downs of fertility treatments to the joys and challenges of being a new mom. Along the way, Liz navigates the complexities of marriage, work, and family, while also dealing with her own anxieties and insecurities. Through it all, she maintains her sense of humor and learns to embrace the chaos of motherhood."""
"440949424","Locked in Time (Laurel Leaf Books)","LOIS DUNCAN","1986","Laure Leaf","http://images.amazon.com/images/P/0440949424.01.LZZZZZZZ.jpg","health","10.78238868","b""Locked in Time is a young adult novel written by Lois Duncan. The story follows a teenage girl named Nore, who goes to live with her estranged grandmother and stepfamily on their isolated estate. Nore quickly realizes that her new family is hiding a dark secret, and she must race against time to uncover the truth before it's too late. The book deals with themes of family, betrayal, and the consequences of immortality. It was first published in 1985 and has since become a popular classic in the young adult genre."""
"505524996","Contact","Susan Grant","2002","Love Spell","http://images.amazon.com/images/P/0505524996.01.LZZZZZZZ.jpg","society","5.995471802","b'""Contact"" is a science fiction novel written by Carl Sagan and published in 1985. The story follows the protagonist, Dr. Ellie Arroway, a SETI scientist who discovers a signal from an extraterrestrial civilization. The novel explores themes such as science, faith, politics, and the human condition. It was adapted into a feature film in 1997, starring Jodie Foster as Ellie Arroway.'"
"140252800","The Brimstone Wedding","Barbara Vine","1997","Penguin Books Ltd","http://images.amazon.com/images/P/0140252800.01.LZZZZZZZ.jpg","society","10.44922989","b'""The Brimstone Wedding"" is a psychological thriller novel written by British author Barbara Vine, which is a pseudonym used by Ruth Rendell. The novel tells the story of a young woman named Jenny, who inherits a house in the English countryside from her mysterious cousin, and as she begins to uncover her family\'s secrets, she becomes increasingly entangled in a web of deceit and murder. The novel was first published in 1995 and has received critical acclaim for its complex characters, intricate plot, and Gothic atmosphere.'"
"451452755","The Catswold Portal","Shirley Rousseau Murphy","1993","Roc","http://images.amazon.com/images/P/0451452755.01.LZZZZZZZ.jpg","science","7.912850265","b'""The Catswold Portal"" is a fantasy novel by author Shirley Rousseau Murphy. It tells the story of Sarah, a struggling writer who discovers a mysterious portal to another world in the backyard of her new home. Through the portal, she meets the catswold, a race of shape-shifting cats who are facing a threat to their existence. Sarah is drawn into their world and must help them navigate the dangers they face. Along the way, she discovers secrets about her own past and true identity. The novel explores themes of identity, loyalty, and the power of imagination.'"
"812575482","Through Wolf's Eyes (Wolf)","Jane Lindskold","2002","Tor Fantasy","http://images.amazon.com/images/P/0812575482.01.LZZZZZZZ.jpg","health","14.83223774","b'""Through Wolf\'s Eyes"" is a fantasy novel by Jane Lindskold. It tells the story of Firekeeper, a young woman who was raised by wolves and can communicate with them. When she is brought back to human society, she struggles to find her place and protect her wolf pack. The book is the first in a series and explores themes of identity, loyalty, and the relationship between humans and animals.'"
"44651747X","Puerto Vallarta Squeeze","Robert James Waller","1995","Warner Books","http://images.amazon.com/images/P/044651747X.01.LZZZZZZZ.jpg","novel","13.77122613","b'""Puerto Vallarta Squeeze"" is a thriller novel written by Robert James Waller. The story is about an American assassin named Joe who is sent to Mexico to kill a high-ranking government official. While in Mexico, Joe meets a beautiful woman named Sara and the two fall in love. As Joe struggles with his conscience about the job he has been hired to do, he and Sara become caught up in a dangerous game of intrigue and betrayal. The novel was published in 1995 and has been adapted into a movie and a television series.'"
"60801263","Tree Grows In Brooklyn","Betty Smith","1988","Harpercollins Publisher","http://images.amazon.com/images/P/0060801263.01.LZZZZZZZ.jpg","novel","9.221994418","b""A Tree Grows in Brooklyn is a novel by Betty Smith, first published in 1943. The story follows the life of Francie Nolan, a young girl growing up in a poor family in Brooklyn, New York, during the early 20th century. Francie's coming-of-age story explores themes of poverty, family dynamics, education, and the immigrant experience. The novel has become a beloved classic and has been adapted into a film, a musical, and a play."""
"61030147","Cybill Disobedience: How I Survived Beauty Pageants, Elvis, Sex, Bruce Willis, Lies, Marriage, Motherhood, Hollywood, and the Irrepressible Urge to Say What I Think","Cybill Shepherd","2001","Avon Books","http://images.amazon.com/images/P/0061030147.01.LZZZZZZZ.jpg","health","20.20592297","b'Cybill Disobedience: How I Survived Beauty Pageants, Elvis, Sex, Bruce Willis, Lies, Marriage, Motherhood, Hollywood, and the Irrepressible Urge to Say What I Think is a memoir written by actress Cybill Shepherd, published in 2000. In the book, Shepherd writes about her life and career, including her childhood in Memphis, her rise to fame as a model and actress, her relationships with Elvis Presley and other celebrities, her marriages, motherhood, and her experiences in Hollywood. She also discusses her struggles with depression and anxiety, and her advocacy work for mental health awareness.'"
"140250964","Snow Angels","Stewart O'Nan","1995","Penguin Books","http://images.amazon.com/images/P/0140250964.01.LZZZZZZZ.jpg","society","24.79795164","b'""Snow Angels"" is a novel by American author Stewart O\'Nan. It was first published in 1994 and has since been adapted into a film. The story takes place in a small town in Pennsylvania and follows the intersecting lives of several characters, including a troubled teenager, her estranged parents, and a high school math teacher. The novel deals with themes of love, loss, family, and redemption.'"
"446527165","Wish You Well","David Baldacci","2000","Warner Books","http://images.amazon.com/images/P/0446527165.01.LZZZZZZZ.jpg","society","22.32204772","b'""Wish You Well"" is a novel by David Baldacci, published in 2000. The story is set in the 1940s and revolves around a family forced to move from New York City to a small farm in rural Virginia after a tragedy. The novel explores themes of family, loss, and the power of community.'"
"671461494","The Hitchhiker's Guide to the Galaxy","Douglas Adams","1982","Pocket","http://images.amazon.com/images/P/0671461494.01.LZZZZZZZ.jpg","society","10.18979146","b""The Hitchhiker's Guide to the Galaxy is a science fiction comedy novel by Douglas Adams. It was first published in 1979 and has since become a beloved classic of the genre. The book follows the misadventures of an unwitting human, Arthur Dent, and his alien friend Ford Prefect as they travel through space after the Earth is destroyed to make way for a hyperspace bypass. The story is filled with absurdity, satire, and wit, and has spawned numerous adaptations, including a radio series, TV series, movie, and video game."""
"385337639","Crow Lake (Today Show Book Club #7)","Mary Lawson","2003","Delta","http://images.amazon.com/images/P/0385337639.01.LZZZZZZZ.jpg","health","22.61162816","b'Crow Lake is a novel by Canadian author Mary Lawson. It was first published in 2002 and became a bestseller in Canada and internationally. The novel tells the story of the Morrison family and is narrated by the youngest sibling, Kate. It explores themes of family, loss, education, and the choices we make in life. The novel was selected for the Today Show Book Club in 2003.'"
"39575514X","My Antonia","Willa Cather","1995","Mariner Books","http://images.amazon.com/images/P/039575514X.01.LZZZZZZZ.jpg","health","23.79530601","b""My Antonia is a novel by Willa Cather, published in 1918. The novel tells the story of Jim Burden, a young boy who moves to Nebraska to live with his grandparents. He develops a close friendship with his neighbor, Antonia Shimerda, a young Bohemian immigrant girl. The novel follows their lives over the years, as they experience the hardships of living on the frontier, the struggles of farming, and the challenges of growing up. My Antonia is considered one of Cather's most important works and is a classic of American literature."""
"451206673","Pen Pals","Olivia Goldsmith","2002","Signet Book","http://images.amazon.com/images/P/0451206673.01.LZZZZZZZ.jpg","novel","8.407558499","b'Olivia Goldsmith\'s ""Pen Pals"" is a novel about four women who become pen pals while in a weight loss program, and how their friendships develop and change over time as they navigate the challenges of love, marriage, career, and more. The book explores themes of self-discovery, female friendship, and the impact of societal expectations on women\'s lives.'"
"330332775","Bridget Jones's Diary","Helen Fielding","1997","Picador (UK)","http://images.amazon.com/images/P/0330332775.01.LZZZZZZZ.jpg","health","18.06450742","b'""Bridget Jones\'s Diary"" is a novel by Helen Fielding, first published in 1996. The story is written in the form of a personal diary, and follows the life of Bridget Jones, a thirty-something single woman living in London, who is determined to improve herself in various ways, including her love life, career, and weight. The novel is a humorous and satirical take on modern dating and relationships, and has been adapted into several movies and stage productions.'"
"486284735","Pride and Prejudice (Dover Thrift Editions)","Jane Austen","1995","Dover Publications","http://images.amazon.com/images/P/0486284735.01.LZZZZZZZ.jpg","society","19.60882251","b'""Pride and Prejudice"" is a novel by Jane Austen, first published in 1813. The story follows the character of Elizabeth Bennet as she deals with issues of manners, upbringing, morality, education, and marriage in the society of the landed gentry of the British Regency. The novel is widely considered to be Austen\'s finest and most characteristic work. It has been adapted into numerous films, television shows, and stage productions, and continues to be a popular and beloved work of English literature.'"
"671021745","EYE ON CRIME: HARDY BOYS #153","Franklin W. Dixon","1998","Aladdin","http://images.amazon.com/images/P/0671021745.01.LZZZZZZZ.jpg","fiction","12.4770141","b'""EYE ON CRIME: HARDY BOYS #153"" is a mystery novel in the popular Hardy Boys series by Franklin W. Dixon. The book follows the adventures of amateur sleuths Frank and Joe Hardy as they investigate a series of crimes in their hometown of Bayport. The book was originally published in 1998 and is part of the ongoing series, which has been popular with young readers since the first book was published in 1927. The series has been adapted into several television shows and has spawned numerous spin-off series and merchandise.'"
"671047612","Skin And Bones","Franklin W. Dixon","2000","Aladdin","http://images.amazon.com/images/P/0671047612.01.LZZZZZZZ.jpg","science","9.263660449","b''"
"671504282","LAW OF THE JUNGLE (HARDY BOYS CASE FILE 105) : LAW OF THE JUNGLE (Hardy Boys, The)","Franklin W. Dixon","1995","Simon Pulse","http://images.amazon.com/images/P/0671504282.01.LZZZZZZZ.jpg","fiction","14.70868594","b'""LAW OF THE JUNGLE (HARDY BOYS CASE FILE 105)"" is a novel in the popular Hardy Boys series by Franklin W. Dixon. In this book, the Hardy Boys travel to the Amazon rainforest to investigate a missing scientist and a potentially deadly new species of plant. Along the way, they encounter dangerous wildlife, hostile natives, and a ruthless drug cartel. With the help of their friends and their detective skills, the Hardy Boys must unravel the mystery and stop a dangerous threat from destroying the jungle and the people who live there.'"
"399138684","The Cat Who Came to Breakfast (Cat Who... (Hardcover))","Lilian Jackson Braun","1994","Putnam Pub Group","http://images.amazon.com/images/P/0399138684.01.LZZZZZZZ.jpg","fiction","7.697021803","b'""The Cat Who Came to Breakfast"" is a mystery novel written by Lilian Jackson Braun, published in 1994. It is the 16th book in ""The Cat Who"" series, which features journalist Jim Qwilleran and his two Siamese cats, Koko and Yum Yum, who help him solve various crimes in the fictional small town of Pickax, Moose County, in the state of Michigan. In this book, Qwilleran and the cats investigate a suspicious death at a bed-and-breakfast where they are staying. The book received mixed reviews, with some critics praising the cozy mystery and others finding it predictable and formulaic.'"
